Date,Open,High,Low,Close,Volume,Ticker,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,ADX,DI_Plus,DI_Minus,Ichimoku_A,Ichimoku_B,RSI_14,Stoch_K,Stoch_D,Williams_R,ROC_10,TSI,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Pct,ATR_14,KC_Upper,KC_Lower,OBV,CMF,MFI_14,EOM,Return_1d,Return_5d,Return_10d,Return_20d,Log_Return,Price_SMA20_Ratio,Price_SMA50_Ratio,High_Low_Range,Close_Open_Range,Vol_20d,Vol_60d,Skew_20d
2018-01-01,1078.194406797036,1083.2189863890362,1059.1813779936433,1063.4422607421875,1351760,TCS.NS,,,,,,,,,0.0,0.0,0.0,,1071.2001821913398,,,,,,,,,,,,0.0,1092.6518167703487,1044.5765999795628,1351760,,,,,,,,,,,0.022603585810683138,-0.01368226913611275,,,
2018-01-02,1069.230828971194,1073.0897464054783,1053.2325435570622,1057.6541748046875,1920290,TCS.NS,,,,,,,,,0.0,0.0,0.0,,1068.225764973049,,,,,,,,,,,,0.0,1086.9172539372537,1043.0224426934446,-568530,,,-8312.952345026837,-0.00544278345065996,,,,-0.005457649362334545,,,0.018774759577801583,-0.010827086025610914,,,
2018-01-03,1057.9755223720406,1072.848278575599,1057.6539296376716,1060.6485595703125,1257120,TCS.NS,,,,,,,,,0.0,0.0,0.0,,1068.225764973049,,,,,,,,,,,,0.0,1084.2485931356541,1044.8558196811632,688590,,,2526.0570364643922,0.002831156758945186,,,,0.002827156582953252,,,0.014325526396870623,0.002526558641242298,,,
2018-01-04,1065.2110625073851,1070.0346597715693,1061.1913981205646,1068.0650634765625,913082,TCS.NS,,,,,,,,,0.0,0.0,0.0,,1068.225764973049,,,,,,,,,,,,0.0,1082.0048537118832,1048.0386427955127,1601672,,,350.5266835938566,0.006992423493465738,,,,0.006968089868464354,,,0.008279703131773442,0.0026792821344338888,,,
2018-01-05,1065.2111949899422,1085.108536179377,1065.2111949899422,1080.96826171875,1153706,TCS.NS,,,,,,,,,0.0,0.0,0.0,,1069.1705398682197,,,,,,,,,,,,0.0,1085.0025507332648,1049.8706455243944,2755378,,,16464.910980603097,0.012080910314758775,,,,0.012008518573282459,,,0.018406961512263013,0.01479243440448123,,,
2018-01-08,1085.309014549321,1096.1018490040833,1078.0133654282613,1091.0972900390625,1242220,TCS.NS,,,,,,,,,0.0,0.0,0.0,,1074.6671962805726,,,,,,,,,,,,0.0,1088.5842342332137,1053.278152033881,3997598,,,17324.797869217226,0.009370329064247729,0.02600520058096456,,,0.009326699865729085,,,0.016578249933307435,0.005333297164351863,,,
2018-01-09,1091.3386780663843,1093.7504762499568,1075.8830910005904,1088.9268798828125,2149396,TCS.NS,,,,,,,,,0.0,0.0,0.0,,1074.6671962805726,,,,,,,,,,,,0.0,1090.7942294799668,1055.4269060950057,1848202,,,-1862.7399685518828,-0.001989199474752845,0.029567987176810417,,,-0.001991180559646005,,,0.016408250709440884,-0.002209944751380939,,,
2018-01-10,1089.7310264309665,1131.9375029249727,1083.1588358366498,1128.1590576171875,3365850,TCS.NS,,,,,,,,,0.0,0.0,0.0,,1092.5850232410176,,,,,,,,,,,,0.0,1099.8445923634617,1056.7035176295399,5214052,,,32942.84350834458,0.036028293964602165,0.06365020480886208,,,0.03539445424100186,,,0.043237402349407636,0.03526377633945012,,,
2018-01-11,1129.5256007757905,1134.308961752302,1118.3509150625578,1121.687255859375,2520744,TCS.NS,,,,,,,,,0.0,0.0,0.0,,1093.770752654682,,,,,,,,,,,,0.0,1104.3885736839463,1062.494719100517,2693308,,,11890.154138729271,-0.005736603995789125,0.050204986771378524,,,-0.0057531215084016055,,,0.014226823569924555,-0.006939501779359324,,,
2018-01-12,1127.5158104209224,1127.5158104209224,1101.6090942258616,1115.99951171875,3360314,TCS.NS,,,,,,,,,0.0,0.0,0.0,,1093.770752654682,,,,,,,,,,,,0.0,1108.0445351472422,1065.1587227831437,-667006,,,-9072.274862066362,-0.0050707040763045,0.03240728820687111,,,-0.005083603721551501,,,0.0232139135573294,-0.010213868928253156,,,
