Date,Close,Signal,Prob_Up,Strat_Return,Equity_Strat,Equity_BnH
2023-09-29,928.7191772460938,0,0.2323990983053028,0.0,100.0,100.0
2023-10-03,917.4016723632812,0,0.1582401797008417,-0.0,100.0,98.78138568039782
2023-10-04,907.4012451171876,1,0.8307919204494011,-0.0,100.0,97.70458792590892
2023-10-05,917.938232421875,1,0.8405215064283573,0.011612268950905502,101.16122689509055,98.83915987864196
2023-10-06,922.182373046875,0,0.30887910197102597,0.0046235579640281355,101.6289516913522,99.29614846345672
2023-10-09,915.7431030273438,1,0.8488338304640664,-0.0,101.6289516913522,98.60279893678651
2023-10-10,928.0362548828124,1,0.7612126626859006,0.01342423635496548,102.99324275936428,99.92646621497506
2023-10-11,929.889892578125,1,0.7885064169587089,0.0019973763800280597,103.19895902975433,100.12605697833253
2023-10-12,931.0119018554688,0,0.1656929092163964,0.0012066044445682156,103.32347935239446,100.24686952369967
2023-10-13,928.1337890625,1,0.6942909460442191,-0.0,103.32347935239446,99.93696822484817
2023-10-16,928.2313842773438,1,0.81283544084009,0.00010515209767580913,103.33434403298752,99.94747680669236
2023-10-17,930.6704711914062,0,0.15579139689307384,0.002627671241649976,103.60587271707774,100.21010591717278
2023-10-18,920.767578125,0,0.13180357499840947,-0.0,103.60587271707774,99.14381017255695
2023-10-19,912.9624633789062,0,0.15525496893256563,-0.0,103.60587271707774,98.30339307583694
2023-10-20,910.0355224609376,0,0.27212686681777504,-0.0,103.60587271707774,97.98823420007776
2023-10-23,907.3037109375,0,0.14771371375689968,-0.0,103.60587271707774,97.69408591603585
2023-10-25,893.7909545898438,0,0.18116055467621203,-0.0,103.60587271707774,96.23909751063592
2023-10-26,886.5224609375,1,0.9437614539877408,-0.0,103.60587271707774,95.45646118413119
2023-10-27,890.5225830078125,1,0.9043870530802515,0.004512149715961256,104.07335792623003,95.88717502834983
2023-10-30,902.3766479492188,0,0.19839362781594852,0.013311358035826837,105.45871565557682,97.1635635461962
2023-10-31,893.0592041015625,0,0.23359908886125466,-0.0,105.45871565557682,96.16030614870334
2023-11-01,891.7909545898438,1,0.8722562825128141,-0.0,105.45871565557682,96.02374716049773
2023-11-02,897.5472412109375,1,0.8059731493196763,0.006454748830392987,106.13942517710942,96.6435563301719
2023-11-03,911.0599365234376,1,0.8782986639936582,0.015055135475954717,107.73736860249075,98.09853816360071
2023-11-06,922.42626953125,1,0.8395119582451709,0.01247594428439669,109.08149401052295,99.32241006011056
2023-11-07,925.0116577148438,0,0.2527471955050068,0.002802812830674961,109.38722902152482,99.60079218540059
2023-11-08,912.9624633789062,1,0.6891460994593644,-0.0,109.38722902152482,98.30339307583695
2023-11-09,914.5234375,1,0.8253147315548938,0.0017097900337725846,109.57425821552782,98.47147123760405
2023-11-10,915.7431030273438,0,0.2483215569341369,0.001333662405282876,109.72039328429663,98.60279893678653
2023-11-13,911.694091796875,1,0.6160505375857998,-0.0,109.72039328429663,98.16682094368907
2023-11-15,918.18212890625,0,0.3252532043171622,0.007116462822071901,110.50121438392743,98.86542147529582
2023-11-16,913.2063598632812,0,0.36596844674689194,-0.0,110.50121438392743,98.32965467249078
2023-11-17,899.4009399414062,0,0.3392055612370015,-0.0,110.50121438392743,96.84315366550051
2023-11-20,899.0107421875,1,0.7546614347043304,-0.0,110.50121438392743,96.80113905403708
2023-11-21,903.5474243164062,0,0.4226965929616089,0.005046304694722004,111.05883718084553,97.2896270964999
2023-11-22,900.279052734375,1,0.8059978089214884,-0.0,111.05883718084553,96.93770461421383
2023-11-23,900.52294921875,1,0.7777211617628548,0.00027091209512675185,111.08892436310853,96.96396621086764
2023-11-24,906.76708984375,0,0.23972231043282013,0.006933905049745892,111.85920441672073,97.63630514582056
2023-11-28,902.9620971679688,1,0.9654821293931659,-0.0,111.85920441672073,97.22660189331918
2023-11-29,916.7186889648438,0,0.2667786125317173,0.015234960404230558,113.5633749668582,98.70784532340178
2023-11-30,912.1819458007812,1,0.7623133431134922,-0.0,113.5633749668582,98.21935070896784
2023-12-01,923.6458740234376,1,0.854045240126882,0.012567589476452978,114.99059284300218,99.4537311873219
2023-12-04,967.0621337890624,1,0.7558418954242961,0.04700530905475908,120.39576119797746,104.1285845584309
2023-12-05,988.7703247070312,0,0.1225643822269485,0.02244756583831231,123.09835297412279,106.46601781595655
2023-12-06,978.8187255859376,0,0.16298291055402292,-0.0,123.09835297412279,105.39447763837532
2023-12-07,974.6721801757812,1,0.8933586610900073,-0.0,123.09835297412279,104.94799763540479
2023-12-08,986.2335815429688,1,0.9045000307882421,0.01186183580729927,124.5585254252508,106.19287355166078
2023-12-11,992.3313598632812,0,0.16173706923170522,0.006182894635135439,125.32865766386297,106.84945289983297
2023-12-12,990.9655151367188,0,0.1949249844472595,-0.0,125.32865766386297,106.70238532978316
2023-12-13,989.2093505859376,1,0.8153976581647081,-0.0,125.32865766386297,106.51329000432766
2023-12-14,1008.4784545898438,1,0.8250376376035784,0.019479298282504498,127.76997196984325,108.58809415137284
2023-12-15,1012.1370849609376,0,0.11359050781866438,0.0036278716262529986,128.23350502583978,108.9820378170935
2023-12-18,996.5755004882812,0,0.1491113339595404,-0.0,128.23350502583978,107.30644148464769
2023-12-19,990.7216186523438,0,0.22121637819338816,-0.0,128.23350502583978,106.67612373312933
2023-12-20,982.1358642578124,0,0.16440210189977683,-0.0,128.23350502583978,105.7516511255979
2023-12-21,979.9407348632812,0,0.14900440843606033,-0.0,128.23350502583978,105.51529018374244
2023-12-22,970.0866088867188,1,0.7446203075052252,-0.0,128.23350502583978,104.45424544406315
2023-12-26,970.8671264648438,1,0.7946319953647845,0.0008045854576024247,128.33667983916098,104.53828781093226
2023-12-27,977.8430786132812,1,0.6914026652170198,0.007185280002051986,129.25881481833906,105.28942467978891
2023-12-28,981.4041748046876,0,0.2686615798919424,0.003641786979212025,129.72954788709285,105.67286633563648
2023-12-29,972.3306274414062,1,0.6255510494423249,-0.0,129.72954788709285,104.69587053479744
2024-01-01,975.0624389648438,0,0.3311566739917783,0.0028095500093687775,130.09402953957445,104.99001881883933
2024-01-02,958.330078125,1,0.7619407336761667,-0.0,130.09402953957445,103.18835893608988
2024-01-03,960.0862426757812,1,0.6318205963530589,0.0018325257558620134,130.3324301993896,103.37745426154541
2024-01-04,963.1107177734376,1,0.639797411752515,0.0031502118905766263,130.74300497073148,103.70311514717767
2024-01-05,969.5012817382812,0,0.18005804097050887,0.006635336775835832,131.61052883979707,104.39122024088248
2024-01-08,958.086181640625,0,0.29834731669026904,-0.0,131.61052883979707,103.16209733943609
2024-01-09,955.8909301757812,1,0.6728974102225039,-0.0,131.61052883979707,102.92572325363835
2024-01-10,968.8670654296876,0,0.26329563939445083,0.013574911994949312,133.39713018640603,104.32293088882301
2024-01-11,967.0133666992188,1,0.7430045488179331,-0.0,133.39713018640603,104.12333355349442
2024-01-12,979.0626220703124,1,0.7167900704381489,0.012460277992042856,135.05929551186938,105.42073923502915
2024-01-15,985.2579956054688,0,0.3338498479062483,0.006327862381321214,135.9139321471867,106.08782716504557
2024-01-16,984.4774169921876,0,0.35043232699034166,-0.0,135.9139321471867,106.00377822620533
2024-01-17,957.8422241210938,1,0.6790719602158366,-0.0,135.9139321471867,103.13582917081116
2024-01-18,962.3302001953124,1,0.7388808327861035,0.0046855066118396405,136.55075777490347,103.61907278030857
2024-01-19,974.8673095703124,1,0.758817052913911,0.013027866497856477,138.32972281737602,104.96900822712212
2024-01-23,1003.9904174804688,0,0.18709063229185866,0.029873919890690326,142.4621738753237,108.10484396990438
2024-01-24,974.8673095703124,1,0.8543015418102952,-0.0,142.4621738753237,104.96900822712212
2024-01-25,985.3555297851562,1,0.85121274211168,0.010758613107528125,143.99486928650575,106.09832917491866
2024-01-29,991.6484985351562,1,0.7993316119446916,0.006386495594510988,144.9144918848362,106.77592568677925
2024-01-30,992.1362915039062,1,0.7898625860789812,0.0004919010813515534,144.98577548009783,106.8284488800869
