Date,Open,High,Low,Close,Volume,Ticker
2018-01-01,408.08094545999677,410.75510030776525,405.0528992982271,406.448974609375,5431340,INFY.NS
2018-01-02,407.903971562014,409.7719338323631,402.30008475096685,404.93487548828125,6112248,INFY.NS
2018-01-03,404.46294226808027,405.6820236938922,400.5697064848644,401.6315002441406,6846552,INFY.NS
2018-01-04,401.51355985466495,401.51355985466495,397.0304409663982,399.31134033203125,8947614,INFY.NS
2018-01-05,399.2720110779499,403.6371583231272,395.61474241475344,397.9742736816406,11025976,INFY.NS
2018-01-08,403.0472628040286,408.5921515055043,401.13996068863577,407.43206787109375,5594690,INFY.NS
2018-01-09,408.9853505071483,410.9123103172242,404.62022800172963,409.5162353515625,9948236,INFY.NS
2018-01-10,411.6595433544917,415.2774718237705,406.25228460678636,413.8027648925781,9468634,INFY.NS
2018-01-11,414.9825811881578,426.05272550643053,414.9825811881578,423.0639953613281,16775298,INFY.NS
2018-01-12,426.99657414086056,427.03589006531564,420.99943151531363,424.1061096191406,18016528,INFY.NS
2018-01-15,424.71556313744236,429.80819814166944,418.856051785794,425.1678161621094,10649250,INFY.NS
2018-01-16,425.2072121109386,446.2660486155505,425.2072121109386,441.5666198730469,22646966,INFY.NS
2018-01-17,442.3531608327129,456.8839712042629,441.62564821710697,453.0693664550781,26154088,INFY.NS
2018-01-18,450.27725169275004,458.1030406026039,445.2042494744676,453.3052978515625,13204970,INFY.NS
2018-01-19,450.27719781017515,451.41764747545477,446.7379010588288,449.6676330566406,5988278,INFY.NS
2018-01-22,445.22384364238576,454.9765429093203,445.16484576681387,452.2434387207031,9650214,INFY.NS
2018-01-23,454.2097653037192,467.1871871695398,454.2097653037192,462.90069580078125,15403796,INFY.NS
2018-01-24,461.99624464759285,480.18429829660766,459.125462383239,466.3220520019531,20604718,INFY.NS
2018-01-25,464.8277445542195,465.37831155143573,457.0609527141639,462.2322692871094,13548914,INFY.NS
2018-01-29,458.7518968507577,470.43155770213707,458.22096389905056,465.1816101074219,10823002,INFY.NS
2018-01-30,463.60845988987666,465.26011215392117,457.23769828976,460.3641052246094,8628312,INFY.NS
2018-01-31,455.8418085334567,458.77154078911536,449.15646963697867,452.3418273925781,9213698,INFY.NS
2018-02-01,449.1761119135046,455.3502479292239,439.8756639744194,450.11993408203125,13005454,INFY.NS
2018-02-02,446.44297808879264,457.3164942690542,444.41770415208794,449.5890197753906,10244486,INFY.NS
2018-02-05,448.31096700240477,454.15079762950455,446.67894817946444,447.60308837890625,9860220,INFY.NS
2018-02-06,432.56109932496815,443.7295581883144,430.67350290039747,435.6285095214844,10552078,INFY.NS
2018-02-07,438.87275256022394,442.3334171228257,433.97674508706876,436.1396484375,8342056,INFY.NS
2018-02-08,441.54689985206926,450.82771175391343,439.089055174421,446.0496520996094,8807244,INFY.NS
2018-02-09,439.6593150437528,440.5638212086371,434.94025262825636,436.17901611328125,4382690,INFY.NS
2018-02-12,438.40091665333665,440.68176801302224,431.7155782458428,433.6818542480469,6291972,INFY.NS
